,Compound,Date,Negative,Network,Neutral,Positive,Tweet Text,Tweets Ago
0,-0.7906,Sun Mar 04 23:03:00 +0000 2018,0.35,@FoxNews,0.65,0.0,OPINION: An attack on North Korea could start a US-China war -- Don't do it  https://t.co/L2B5a9rK5q,1
1,0.0,Sun Mar 04 22:49:06 +0000 2018,0.0,@FoxNews,1.0,0.0,".@united flight experiences extreme turbulence, ‘entire flight threw up’ https://t.co/A25PG6ArpI",2
2,0.0,Sun Mar 04 22:48:43 +0000 2018,0.0,@FoxNews,1.0,0.0,Ryan Seacrest expected to get cold shoulder on Oscars red carpet https://t.co/3YlIAtCJT8,3
3,-0.5267,Sun Mar 04 22:40:34 +0000 2018,0.239,@FoxNews,0.761,0.0,".@TomFitton: ""The dossier is the reason for the Mueller investigation. No dossier, no Mueller investigation."" https://t.co/Tib2O9hrhv",4
4,0.0,Sun Mar 04 22:30:12 +0000 2018,0.0,@FoxNews,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" @GovMikeHuckabee defended @NRA members against those who call the… https://t.co/H2oYYCZeC5",5
5,0.4215,Sun Mar 04 22:28:05 +0000 2018,0.145,@FoxNews,0.542,0.313,"Trump, Netanyahu to meet amid growing uncertainty on Mideast peace deal https://t.co/BSdUZeUxZl",6
6,0.0,Sun Mar 04 22:19:46 +0000 2018,0.0,@FoxNews,1.0,0.0,"First woman to try to enter Corps of Cadets says she considers herself alum of The Citadel
https://t.co/ZfOrB0bPOn",7
7,0.802,Sun Mar 04 22:11:35 +0000 2018,0.0,@FoxNews,0.676,0.324,"Yesterday, @VP Mike Pence tweeted a message of optimism, celebrating Fiat Chrysler's decision ""to move their entire… https://t.co/CUStWv3McB",8
8,-0.34,Sun Mar 04 22:03:53 +0000 2018,0.211,@FoxNews,0.789,0.0,Instant Pot recall: this model may be a fire hazard https://t.co/jxi6wuphRV,9
9,-0.8658,Sun Mar 04 21:56:58 +0000 2018,0.492,@FoxNews,0.508,0.0,Elderly Minnesota man suffers facial fractures in beating after road rage incident https://t.co/6ywsj63qxn,10
10,0.4019,Sun Mar 04 21:49:16 +0000 2018,0.0,@FoxNews,0.828,0.172,Poll: Which party would you vote for if the Congressional election were today? https://t.co/v1w3LGDkF0,11
11,0.0,Sun Mar 04 21:46:46 +0000 2018,0.0,@FoxNews,1.0,0.0,"Coyote that bit several people was rabid, police say https://t.co/lZqSwv6c13",12
12,0.0,Sun Mar 04 21:39:03 +0000 2018,0.0,@FoxNews,1.0,0.0,"John Fund on @JoeBiden running in 2020: ""The Democrats have to make a fundamental decision. We know the Democratic… https://t.co/Lgyk87rUoM",13
13,0.0,Sun Mar 04 21:37:28 +0000 2018,0.0,@FoxNews,1.0,0.0,"On @foxandfriends,@mschlapp commented on President @realDonaldTrump allowing cameras in @WhiteHouse meetings. https://t.co/6P7Oas4shL",14
14,0.6597,Sun Mar 04 21:36:31 +0000 2018,0.0,@FoxNews,0.759,0.241,"John Fund on Pennsylvania special election: ""These moderate Democrats are basically being run out of the party. Whe… https://t.co/Q1SItUAQwb",15
15,-0.6808,Sun Mar 04 21:32:12 +0000 2018,0.384,@FoxNews,0.616,0.0,Man arrested with severed head in bag was a 'mama's boy' https://t.co/N3BLF5wrAJ,16
16,-0.347,Sun Mar 04 21:25:00 +0000 2018,0.189,@FoxNews,0.687,0.124,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Nev… https://t.co/tDwSEQS5iA",17
17,-0.347,Sun Mar 04 21:23:00 +0000 2018,0.189,@FoxNews,0.687,0.124,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Nev… https://t.co/d6hG9858Cx",18
18,0.0,Sun Mar 04 21:22:46 +0000 2018,0.0,@FoxNews,1.0,0.0,"LISTEN: Alec Baldwin Calls into Brother's Radio Show as Trump, Debates Himself https://t.co/iPB5w0uK9h",19
19,0.4019,Sun Mar 04 21:21:39 +0000 2018,0.0,@FoxNews,0.863,0.137,"RT @EricShawnTV: I anchor @Foxnews at 4pm. It could be a @POTUS @realDonaldTrump test, the special Congressional election in #Pennsylvania.…",20
20,0.3612,Sun Mar 04 21:15:00 +0000 2018,0.0,@FoxNews,0.884,0.116,".@TGowdySC: ""This Democrat memo makes me smile. If it were up to @AdamSchiffCA... it would've been a haiku and not… https://t.co/uQ4awQfnF3",21
21,0.0,Sun Mar 04 21:10:44 +0000 2018,0.0,@FoxNews,1.0,0.0,"Earlier, President @realDonaldTrump tweeted about the annual Gridiron Dinner in Washington. https://t.co/p4TyguSns4 https://t.co/K3gPYakrY3",22
22,0.4019,Sun Mar 04 21:10:00 +0000 2018,0.0,@FoxNews,0.787,0.213,".@TGowdySC: ""I think we're trending perhaps towards another special counsel."" https://t.co/0Rlsji1PwF",23
23,0.0,Sun Mar 04 21:05:00 +0000 2018,0.0,@FoxNews,1.0,0.0,".@SecretaryRoss: ""We're talking about a total of $9 billion of tariffs. That's about one half of one percent of the… https://t.co/TTWNutTxYI",24
24,0.0,Sun Mar 04 20:59:49 +0000 2018,0.0,@FoxNews,1.0,0.0,"Girl, 2, dies after Payless store mirror falls on her, officials say https://t.co/vJoGZpOcCw",25
25,0.6808,Sun Mar 04 20:52:21 +0000 2018,0.0,@FoxNews,0.781,0.219,".@MariaBartiromo: ""The U.S. has been behind the curve in terms of free and fair trade for a long time, and @POTUS p… https://t.co/FEZBIHPZeT",26
26,0.0,Sun Mar 04 20:46:03 +0000 2018,0.0,@FoxNews,1.0,0.0,".@ChrisChristie on Kushner: A Lot Harder for @POTUS to Rein In Aides 'You're Sitting at Thanksgiving With'
https://t.co/xXj3Vq3BFr",27
27,-0.3612,Sun Mar 04 20:37:30 +0000 2018,0.238,@FoxNews,0.762,0.0,.@newtgingrich: Congress must fix @BarackObama's joint employer mess https://t.co/ABCluQEM21,28
28,0.4215,Sun Mar 04 20:34:10 +0000 2018,0.0,@FoxNews,0.823,0.177,Mueller team looking into possible United Arab Emirates money into Trump campaign: report https://t.co/AKWlnfznbl,29
29,-0.7769,Sun Mar 04 20:23:30 +0000 2018,0.285,@FoxNews,0.715,0.0,"Gerald Seib on Russia threat: ""There's a really sustained attack on the [institutions] of democracy and its role as… https://t.co/BNAMeafZmf",30
30,0.0129,Sun Mar 04 20:23:21 +0000 2018,0.086,@FoxNews,0.826,0.088,"At Gridiron Dinner, Trump jokes on politics -- but gets serious about North Korea talks https://t.co/4iQSO01v9k",31
31,-0.3612,Sun Mar 04 20:18:53 +0000 2018,0.252,@FoxNews,0.611,0.137,Top NASCAR Venue Sticking With NRA Amid Business Outcry https://t.co/sFSzYSm6ss,32
32,-0.5574,Sun Mar 04 20:13:16 +0000 2018,0.195,@FoxNews,0.805,0.0,"Jane Harman on gun control: ""It's not a debate between guns or no guns, it's a debate about what level of protectio… https://t.co/PVqV5nlwON",33
33,-0.505,Sun Mar 04 20:07:57 +0000 2018,0.169,@FoxNews,0.831,0.0,"Michael Needham on gun control: ""What makes this issue so hard pressed as a country is it is one of the flash point… https://t.co/1KgAhLi8Rk",34
34,0.3818,Sun Mar 04 20:07:04 +0000 2018,0.148,@FoxNews,0.606,0.246,"Josh Bolten on POTUS' tariff hikes: ""Nobody wins a trade war, especially in these globalized days. The United State… https://t.co/qd77gSpU6L",35
35,-0.4404,Sun Mar 04 19:57:48 +0000 2018,0.142,@FoxNews,0.8,0.058,"Josh Bolten on @POTUS' tariff hikes: ""You're going to cause damage across any number of downstream industries and a… https://t.co/NzbeCSZe9R",36
36,0.0,Sun Mar 04 19:56:04 +0000 2018,0.0,@FoxNews,1.0,0.0,Russian presidential candidate doused with water https://t.co/Lz4bOgLlS9,37
37,-0.9217,Sun Mar 04 19:38:44 +0000 2018,0.449,@FoxNews,0.551,0.0,"Missouri man, who once threatened to 'kill all white people,' is indicted in 2nd set of 3 killings https://t.co/cNjIwIzCFm",38
38,-0.2263,Sun Mar 04 19:34:48 +0000 2018,0.182,@FoxNews,0.711,0.107,"Peter Navarro on POTUS' tariff hikes: Our aluminum industry, make no mistake, that thing is on life support. That w… https://t.co/37R3GiEBuj",39
39,0.0,Sun Mar 04 19:34:03 +0000 2018,0.0,@FoxNews,1.0,0.0,"On ""Justice,"" @JudgeJeanine Pirro issued this message to @HillaryClinton after the former Secretary of State claime… https://t.co/DJlgsKOtkn",40
40,0.2023,Sun Mar 04 19:31:46 +0000 2018,0.0,@FoxNews,0.847,0.153,Top 11 sources by country of U.S. steel imports. #FoxNewsSunday https://t.co/ZxZA0jA2OY,41
41,0.765,Sun Mar 04 19:29:12 +0000 2018,0.0,@FoxNews,0.645,0.355,'There's Magic In Books': @DollyParton Honored By @librarycongress for Child Literacy Charity Milestone https://t.co/owlRwEOOD0,42
42,0.6705,Sun Mar 04 19:28:06 +0000 2018,0.0,@FoxNews,0.766,0.234,"Peter Navarro on @POTUS' tariff hikes: ""What @realDonaldTrump wants to do is fulfill his campaign promises to the A… https://t.co/sXhrUDt4qL",43
43,-0.347,Sun Mar 04 19:25:00 +0000 2018,0.189,@FoxNews,0.687,0.124,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Nev… https://t.co/9uwUvzBp7M",44
44,-0.3612,Sun Mar 04 19:22:53 +0000 2018,0.172,@FoxNews,0.828,0.0,"Facebook ends 'Explore Feed' test after journalists, users complain https://t.co/63iaJKBrc9 #fntech (via @christocarbone)",45
45,-0.8779,Sun Mar 04 19:18:34 +0000 2018,0.465,@FoxNews,0.44,0.095,"Illegal immigrant from Mexico pleads guilty to using fake identity to steal $361,000 in government benefits https://t.co/1mkWPDyLlh",46
46,0.2023,Sun Mar 04 19:10:21 +0000 2018,0.145,@FoxNews,0.658,0.197,".@Kathy4Truth: ""No one cares about Russia except for Democrats and Russians."" https://t.co/m2d0Rf7Fj1",47
47,-0.5106,Sun Mar 04 18:55:10 +0000 2018,0.171,@FoxNews,0.829,0.0,"'Senator, At Least 'Try' Not to Sound Racist': @JesseBWatters Recalls the Dumbest Things Politicians Said Recently https://t.co/xRRVHBB85b",48
48,0.5707,Sun Mar 04 18:48:00 +0000 2018,0.0,@FoxNews,0.83,0.17,"TONIGHT: A brand new ""Life, Liberty, and Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/pOhiIDzuUB",49
49,-0.6705,Sun Mar 04 18:45:44 +0000 2018,0.273,@FoxNews,0.727,0.0,Texas man killed after 'device' explodes on front porch of Austin home https://t.co/FeQBUfu4Pw,50
50,-0.4019,Sun Mar 04 18:35:54 +0000 2018,0.184,@FoxNews,0.816,0.0,"Davide Astori, Fiorentina captain, dies of 'sudden illness' at 31, team says https://t.co/bk8KRaJlwm",51
51,-0.3612,Sun Mar 04 18:32:14 +0000 2018,0.333,@FoxNews,0.667,0.0,Famous mistakes at the Oscars https://t.co/cY2maKQSlP,52
52,-0.4404,Sun Mar 04 18:04:36 +0000 2018,0.195,@FoxNews,0.805,0.0,ICE arrests 232 people in four-day raid of California's Bay Area https://t.co/Y8XE68bXa7 https://t.co/CIqDoCI2Gc,53
53,0.0,Sun Mar 04 17:51:37 +0000 2018,0.0,@FoxNews,1.0,0.0,".@DiamondandSilk: ""If anyone comes for @POTUS [at #Oscars], we will be coming for them."" https://t.co/mNfFYbSPsw",54
54,-0.5719,Sun Mar 04 17:44:44 +0000 2018,0.198,@FoxNews,0.802,0.0,".@KatrinaPierson: ""There are no boundaries at the level and the extent that they will go to to smear this President… https://t.co/XMzJYjxYes",55
55,0.0,Sun Mar 04 17:37:28 +0000 2018,0.0,@FoxNews,1.0,0.0,Meghan Markle to be baptized at Kensington Palace https://t.co/zaXXwLQprV,56
56,0.2732,Sun Mar 04 17:24:00 +0000 2018,0.0,@FoxNews,0.851,0.149,"On @foxandfriends, forklift driver and former lifelong Democrat-turned-@realDonaldTrump supporter Geno DiFabio prai… https://t.co/zKnSAX7fq6",57
57,0.3612,Sun Mar 04 17:23:53 +0000 2018,0.0,@FoxNews,0.706,0.294,Do you agree with @RealCandaceO? https://t.co/jgMqW22Xtu https://t.co/1iJRHPOetc,58
58,-0.347,Sun Mar 04 17:23:00 +0000 2018,0.189,@FoxNews,0.687,0.124,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Nev… https://t.co/6tf7Ptpijl",59
59,0.4215,Sun Mar 04 17:19:51 +0000 2018,0.0,@FoxNews,0.823,0.177,"Mueller team looking into possible United Arab Emirates money into Trump campaign: report
https://t.co/AKWlnfznbl",60
60,0.7717,Sun Mar 04 17:13:22 +0000 2018,0.0,@FoxNews,0.717,0.283,A high school basketball player helped his team win its division championship in the New York high school playoffs… https://t.co/06fgoPsF9y,61
61,0.0,Sun Mar 04 17:05:15 +0000 2018,0.0,@FoxNews,1.0,0.0,".@RealCandaceO: ""I just joined the @NRA... I'm a black American and I know that the @NRA was started as a civil rig… https://t.co/aE3xSTVPwn",62
62,0.0,Sun Mar 04 17:03:14 +0000 2018,0.0,@FoxNews,1.0,0.0,"Protocol or cowardice? Parkland student slams teacher over locked door during shooting, report says https://t.co/linxlqbSfc",63
63,-0.6705,Sun Mar 04 16:55:00 +0000 2018,0.243,@FoxNews,0.757,0.0,Texas man killed after 'device' explodes on front porch of Austin home (via @travfed)  https://t.co/FeQBUfu4Pw,64
64,0.0,Sun Mar 04 16:44:41 +0000 2018,0.0,@FoxNews,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" @GovMikeHuckabee defended @NRA members against those who call the… https://t.co/9ISMxPQ8n4",65
65,-0.3612,Sun Mar 04 16:42:58 +0000 2018,0.333,@FoxNews,0.667,0.0,Famous mistakes at the #Oscars https://t.co/cY2maKQSlP,66
66,0.0,Sun Mar 04 16:31:00 +0000 2018,0.0,@FoxNews,1.0,0.0,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to @PeteHegseth and @kayleighmcenany - Tune in at 9p ET on Fox News Cha… https://t.co/SOkPBsAS4o",67
67,0.2732,Sun Mar 04 16:29:29 +0000 2018,0.0,@FoxNews,0.84,0.16,"Former lifelong Democrat-turned-@realDonaldTrump supporter Geno DiFabio: ""I have a billionaire businessman working… https://t.co/q5ArsTMsZO",68
68,0.0,Sun Mar 04 16:25:00 +0000 2018,0.0,@FoxNews,1.0,0.0,"Scaramucci rips Kelly, saying he's trying to 'lance the boil' in White House https://t.co/kuDAIgO4ER",69
69,0.0,Sun Mar 04 16:16:00 +0000 2018,0.0,@FoxNews,1.0,0.0,".@GovMikeHuckabee: ""Tell me what would happen in Hollywood if you said, 'You can never show an AR-15, an M-16, a fu… https://t.co/HTCyLoq1KF",70
70,-0.7845,Sun Mar 04 16:12:57 +0000 2018,0.291,@FoxNews,0.607,0.102,"RT @EricShawnTV: Taylor Force was a West Point grad. murdered by a terrorist. The killer's family is rewarded with our taxpayer $$, say sup…",71
71,-0.25,Sun Mar 04 16:10:00 +0000 2018,0.231,@FoxNews,0.591,0.177,California avalanche rescue caught in dramatic video as winter storm leaves 2 dead  https://t.co/dAyK6QfvJt,72
72,0.0,Sun Mar 04 16:09:24 +0000 2018,0.0,@FoxNews,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" @CommerceGov @SecretaryRoss gave his take on the past and future… https://t.co/OCaCGN2Iwp",73
73,0.4019,Sun Mar 04 16:04:00 +0000 2018,0.0,@FoxNews,0.856,0.144,".@RepMattGaetz: ""It’s absolutely time for Jeff Sessions to either appoint a second special counsel… or have someone… https://t.co/jEYxJjAhEs",74
74,0.3612,Sun Mar 04 15:59:00 +0000 2018,0.0,@FoxNews,0.884,0.116,".@TGowdySC: ""This Democrat memo makes me smile. If it were up to @AdamSchiffCA... it would've been a haiku and not… https://t.co/a7oySRZa89",75
75,-0.296,Sun Mar 04 15:58:19 +0000 2018,0.196,@FoxNews,0.804,0.0,".@GovMikeHuckabee: ""No NRA member has ever been a mass shooter."" https://t.co/xDsz9C7rWj",76
76,0.0,Sun Mar 04 15:55:20 +0000 2018,0.0,@FoxNews,1.0,0.0,".@GovMikeHuckabee: ""Tell me what would happen in Hollywood if you said, 'You can never show an AR-15, an M-16, a fu… https://t.co/n501M99nAV",77
77,0.0772,Sun Mar 04 15:53:00 +0000 2018,0.0,@FoxNews,0.936,0.064,".@TGowdySC: ""I want to know everything that happened in 2016, and whether Andy McCabe was leaking for or against… https://t.co/euHBtSP99Q",78
78,0.0,Sun Mar 04 15:52:29 +0000 2018,0.0,@FoxNews,1.0,0.0,".@GovMikeHuckabee: ""40 different visits to this person's home - &amp; if that wasn't a red flag, that was a thousand re… https://t.co/lQeaZfqFy7",79
79,-0.3875,Sun Mar 04 15:50:11 +0000 2018,0.116,@FoxNews,0.884,0.0,".@GovMikeHuckabee: ""If we're not taking care of the laws we have, I guess a lot of people are asking, 'Why would a… https://t.co/NsCWI9GiNb",80
80,0.6369,Sun Mar 04 15:48:07 +0000 2018,0.0,@FoxNews,0.794,0.206,"Fmr. NYPD Commissioner Ray Kelly: ""We have to give credit where credit is due and that's to President Trump. He rai… https://t.co/J2NwXbktI4",81
81,0.0,Sun Mar 04 15:45:00 +0000 2018,0.0,@FoxNews,1.0,0.0,".@SecretaryRoss: ""We're talking about a total of $9 billion of tariffs. That's about one half of one percent of the… https://t.co/e6cm7ejgcw",82
82,0.4215,Sun Mar 04 15:42:29 +0000 2018,0.0,@FoxNews,0.865,0.135,.@Scaramucci: “I know General Kelly is trying to bring order to the @WhiteHouse but he’s actually creating chaos.”… https://t.co/fkRc6Q3zrf,83
83,0.3612,Sun Mar 04 15:26:08 +0000 2018,0.0,@FoxNews,0.884,0.116,".@TGowdySC: ""This Democrat memo makes me smile. If it were up to @AdamSchiffCA... it would've been a haiku and not… https://t.co/AhM2u47KAr",84
84,0.4019,Sun Mar 04 15:21:10 +0000 2018,0.0,@FoxNews,0.816,0.184,".@TGowdySC: ""I think we're trending perhaps towards another special counsel."" #SundayFutures @MariaBartiromo https://t.co/nHcL1ViEm5",85
85,0.3182,Sun Mar 04 15:19:40 +0000 2018,0.0,@FoxNews,0.887,0.113,".@TGowdySC: ""I expect the Inspector General to issue a facts-centric fair report. Look at what he's already found -… https://t.co/zKWzuNizzM",86
86,0.0772,Sun Mar 04 15:17:20 +0000 2018,0.0,@FoxNews,0.936,0.064,".@TGowdySC: ""I want to know everything that happened in 2016, and whether Andy McCabe was leaking for or against… https://t.co/YbuJ5aJQ59",87
87,0.5106,Sun Mar 04 15:11:23 +0000 2018,0.0,@FoxNews,0.798,0.202,".@SecretaryRoss: ""China and Europe talk free trade and they practice protectionism."" #SundayFutures @MariaBartiromo https://t.co/BTaWUtWUYX",88
88,-0.1027,Sun Mar 04 15:10:48 +0000 2018,0.108,@FoxNews,0.8,0.092,".@SecretaryRoss: ""The facts are we do have a huge trade deficit. The facts are before we made all of these deals -… https://t.co/I2ZWqR58CS",89
89,0.34,Sun Mar 04 15:07:15 +0000 2018,0.0,@FoxNews,0.854,0.146,".@SecretaryRoss: ""As Gen. Mattis and others have said, 'Economic security is national security.'"" #SundayFutures… https://t.co/EMxofw3Gp9",90
90,0.0,Sun Mar 04 15:05:30 +0000 2018,0.0,@FoxNews,1.0,0.0,".@SecretaryRoss: ""We're talking about a total of $9 billion of tariffs. That's about one half of one percent of the… https://t.co/nlCgMiqVPV",91
91,-0.4019,Sun Mar 04 15:03:39 +0000 2018,0.124,@FoxNews,0.876,0.0,".@SecretaryRoss: ""What @POTUS was saying was that because we have a big deficit and the other sides have big gains… https://t.co/9JJOW3uHPi",92
92,0.6808,Sun Mar 04 14:57:13 +0000 2018,0.0,@FoxNews,0.781,0.219,".@MariaBartiromo: ""The U.S. has been behind the curve in terms of free and fair trade for a long time, and @POTUS p… https://t.co/OuslpPJSXv",93
93,0.0,Sun Mar 04 14:49:23 +0000 2018,0.0,@FoxNews,1.0,0.0,"COMING UP on @SundayFutures, @MariaBartiromo talks to @TGowdySC - Tune in at 10a ET on Fox News Channel! https://t.co/rCSiu3nVEU",94
94,0.431,Sun Mar 04 14:36:02 +0000 2018,0.0,@FoxNews,0.794,0.206,"'President for life' not a bad idea, Trump says of China proposal https://t.co/IFszUT5j8r",95
95,-0.2263,Sun Mar 04 14:27:42 +0000 2018,0.125,@FoxNews,0.784,0.09,"RT @FoxNewsSunday: On #tariffs, @BizRoundtable CEO &amp; President Josh Bolten says this will cause huge damage across broad sectors of the eco…",96
96,0.0,Sun Mar 04 14:27:38 +0000 2018,0.0,@FoxNews,1.0,0.0,"RT @FoxNewsSunday: Josh Bolten, @BizRoundtable CEO &amp; President tells Chris: The tweets by the President suggest that he thinks a trade war…",97
97,-0.34,Sun Mar 04 14:24:27 +0000 2018,0.107,@FoxNews,0.893,0.0,"RT @FoxNewsSunday: Peter Navarro, White House Trade Adviser tells Chris: The downstream effect of these tariffs are insignificant and the m…",98
98,0.5106,Sun Mar 04 14:15:36 +0000 2018,0.0,@FoxNews,0.858,0.142,"RT @FoxNewsSunday: On #tariffs, White House Trade Adviser Peter Navarro tells Chris: We are the free trading-est country in the world...all…",99
99,0.4404,Sun Mar 04 14:09:45 +0000 2018,0.0,@FoxNews,0.884,0.116,"RT @FoxNewsSunday: On #tariffs, White House Trade Adviser Peter Navarro tells Chris: What Donald Trump wants to do is to fulfill his campai…",100
100,0.0,Sun Mar 04 22:47:49 +0000 2018,0.0,@BBCWorld,1.0,0.0,China enforces 'holidays' onto dissidents of the state https://t.co/qYa4lsWsO6,1
101,0.0,Sun Mar 04 22:12:10 +0000 2018,0.0,@BBCWorld,1.0,0.0,IS video 'shows deaths of US soldiers in Niger ambush' https://t.co/ejffGEPY8J,2
102,0.0,Sun Mar 04 21:12:36 +0000 2018,0.0,@BBCWorld,1.0,0.0,Catalonia Spain: Pro-unity marchers parody secessionists https://t.co/GFaU2JEWvC,3
103,0.0516,Sun Mar 04 21:04:09 +0000 2018,0.254,@BBCWorld,0.476,0.27,Jailed school shooter praises Florida student activists https://t.co/P1QSGZ5XPQ,4
104,-0.6597,Sun Mar 04 20:24:57 +0000 2018,0.423,@BBCWorld,0.577,0.0,Slovakia's leaders clash over journalist's killing https://t.co/FijMH4W7vg,5
105,0.3612,Sun Mar 04 18:08:56 +0000 2018,0.0,@BBCWorld,0.889,0.111,RT @BBCSteveR: Russia's presidential election looks like a show staged by the Kremlin. I've raided the toy box to explain why. https://t.co…,6
106,-0.6249,Sun Mar 04 17:29:06 +0000 2018,0.313,@BBCWorld,0.687,0.0,South Africa listeria: Source of 'world's worst outbreak' found https://t.co/dQcLE3igN7,7
107,-0.4753,Sun Mar 04 17:18:03 +0000 2018,0.134,@BBCWorld,0.866,0.0,"RT @BBCSport: Leo Messi's 600th professional goal is a big one!

Barcelona have beaten their nearest rivals, Atletico Madrid 1-0

Eight poi…",8
108,0.4215,Sun Mar 04 16:43:37 +0000 2018,0.0,@BBCWorld,0.872,0.128,Watch this baby chimp being flown to a new home in DR Congo after it was rescued from poachers ??? https://t.co/mZfGI8h6Gc,9
109,0.4588,Sun Mar 04 15:48:47 +0000 2018,0.0,@BBCWorld,0.875,0.125,"What can we expect from the 90th Academy Awards? A lot has changed since last year. 

Here are eight reasons why th… https://t.co/nDFmeKOnUY",10
110,-0.1531,Sun Mar 04 15:10:57 +0000 2018,0.167,@BBCWorld,0.833,0.0,China official in hospital after catching falling girl https://t.co/qAcfPNaiMB,11
111,0.4215,Sun Mar 04 14:17:10 +0000 2018,0.0,@BBCWorld,0.714,0.286,Baby chimp rescued from poachers in Africa https://t.co/MJbgUKpSWT,12
112,0.0,Sun Mar 04 13:49:46 +0000 2018,0.0,@BBCWorld,1.0,0.0,Sir Roger Bannister: First person to run a mile in under four minutes dies at 88 https://t.co/x4N4Lqajva,13
113,-0.4019,Sun Mar 04 13:35:35 +0000 2018,0.252,@BBCWorld,0.748,0.0,Switzerland TV licence: Voters set to reject abolition https://t.co/toPC8hg2KP,14
114,-0.5994,Sun Mar 04 12:58:57 +0000 2018,0.302,@BBCWorld,0.698,0.0,Trump trade war: China vows retaliation if tariffs bite https://t.co/LPfJQFdSDh,15
115,0.2023,Sun Mar 04 12:52:03 +0000 2018,0.0,@BBCWorld,0.847,0.153,Papua New Guinea earthquake: Tens of thousands need urgent aid https://t.co/gCLIxjEmDT,16
116,-0.765,Sun Mar 04 12:41:00 +0000 2018,0.28,@BBCWorld,0.72,0.0,"RT @BBCSport: After the shocking news of Davide Astori's death, all Serie A fixtures today have been called off.

? https://t.co/rmqcHfLPUX…",17
117,-0.5994,Sun Mar 04 11:46:25 +0000 2018,0.358,@BBCWorld,0.642,0.0,Syria war: Residents flee Eastern Ghouta bombardment https://t.co/fH7TfxaM99,18
118,0.0,Sun Mar 04 11:22:38 +0000 2018,0.0,@BBCWorld,1.0,0.0,Davide Astori: Fiorentina captain and Italy international dies at the age of 31 https://t.co/o8F4aX2JRN,19
119,0.0,Sun Mar 04 11:04:25 +0000 2018,0.0,@BBCWorld,1.0,0.0,"RT @BBCNews: Really??? ?

https://t.co/SMADAlqpZN",20
